,APPLICATION_TYPE_T10,APPLICATION_TYPE_T12,APPLICATION_TYPE_T13,APPLICATION_TYPE_T14,APPLICATION_TYPE_T15,APPLICATION_TYPE_T17,APPLICATION_TYPE_T19,APPLICATION_TYPE_T2,APPLICATION_TYPE_T25,APPLICATION_TYPE_T29,APPLICATION_TYPE_T3,APPLICATION_TYPE_T4,APPLICATION_TYPE_T5,APPLICATION_TYPE_T6,APPLICATION_TYPE_T7,APPLICATION_TYPE_T8,APPLICATION_TYPE_T9,AFFILIATION_CompanySponsored,AFFILIATION_Family/Parent,AFFILIATION_Independent,AFFILIATION_National,AFFILIATION_Other,AFFILIATION_Regional,CLASSIFICATION_C0,CLASSIFICATION_C1000,CLASSIFICATION_C1200,CLASSIFICATION_C1230,CLASSIFICATION_C1234,CLASSIFICATION_C1235,CLASSIFICATION_C1236,CLASSIFICATION_C1237,CLASSIFICATION_C1238,CLASSIFICATION_C1240,CLASSIFICATION_C1245,CLASSIFICATION_C1246,CLASSIFICATION_C1248,CLASSIFICATION_C1250,CLASSIFICATION_C1256,CLASSIFICATION_C1257,CLASSIFICATION_C1260,CLASSIFICATION_C1267,CLASSIFICATION_C1270,CLASSIFICATION_C1278,CLASSIFICATION_C1280,CLASSIFICATION_C1283,CLASSIFICATION_C1300,CLASSIFICATION_C1370,CLASSIFICATION_C1400,CLASSIFICATION_C1500,CLASSIFICATION_C1570,CLASSIFICATION_C1580,CLASSIFICATION_C1600,CLASSIFICATION_C1700,CLASSIFICATION_C1720,CLASSIFICATION_C1728,CLASSIFICATION_C1732,CLASSIFICATION_C1800,CLASSIFICATION_C1820,CLASSIFICATION_C1900,CLASSIFICATION_C2000,CLASSIFICATION_C2100,CLASSIFICATION_C2150,CLASSIFICATION_C2170,CLASSIFICATION_C2190,CLASSIFICATION_C2300,CLASSIFICATION_C2380,CLASSIFICATION_C2400,CLASSIFICATION_C2500,CLASSIFICATION_C2561,CLASSIFICATION_C2570,CLASSIFICATION_C2600,CLASSIFICATION_C2700,CLASSIFICATION_C2710,CLASSIFICATION_C2800,CLASSIFICATION_C3000,CLASSIFICATION_C3200,CLASSIFICATION_C3700,CLASSIFICATION_C4000,CLASSIFICATION_C4100,CLASSIFICATION_C4120,CLASSIFICATION_C4200,CLASSIFICATION_C4500,CLASSIFICATION_C5000,CLASSIFICATION_C5200,CLASSIFICATION_C6000,CLASSIFICATION_C6100,CLASSIFICATION_C7000,CLASSIFICATION_C7100,CLASSIFICATION_C7120,CLASSIFICATION_C7200,CLASSIFICATION_C7210,CLASSIFICATION_C8000,CLASSIFICATION_C8200,CLASSIFICATION_C8210,USE_CASE_CommunityServ,USE_CASE_Heathcare,USE_CASE_Other,USE_CASE_Preservation,USE_CASE_ProductDev,ORGANIZATION_Association,ORGANIZATION_Co-operative,ORGANIZATION_Corporation,ORGANIZATION_Trust,INCOME_AMT_0,INCOME_AMT_1-9999,INCOME_AMT_10000-24999,INCOME_AMT_100000-499999,INCOME_AMT_10M-50M,INCOME_AMT_1M-5M,INCOME_AMT_25000-99999,INCOME_AMT_50M+,INCOME_AMT_5M-10M,SPECIAL_CONSIDERATIONS_N,SPECIAL_CONSIDERATIONS_Y,STATUS,ASK_AMT
CLASSIFICATION_C7210,-0.0018877084331652319,-0.0004569260688270038,-0.0006940225323869394,-0.0001346851331886058,-9.523491978593258e-05,-9.523491978593256e-05,-0.0027258762840372706,-0.0003159199098997579,-0.00016495813271388436,-0.00013468513318860582,0.007946925545120128,-0.0033371628273160757,-0.0028915366021095784,-0.0029631308385455932,-0.0022175036656041348,-0.0022972116049632353,-0.0009917752123038757,-0.014138222009948444,-0.0006534822829918962,0.014232481221109738,-0.00047639689402783264,-0.00013468513318860647,-0.00031591990989975744,-0.00016495813271388485,-0.015351535407899679,-0.006202093832175836,-0.00046676264091572215,-9.523491978593255e-05,-0.000269401688980569,,-0.00023329963449724111,-0.00023329963449724103,-0.0004569260688270087,-9.523491978593251e-05,-9.523491978593255e-05,-9.52349197859326e-05,-0.00030121195815215816,-0.00013468513318860593,-0.00016495813271388495,-0.0001649581327138863,-9.523491978593264e-05,-0.0008999852082579208,-0.00023329963449724065,-0.0005951816700616369,,-0.000617685282489043,-9.523491978593285e-05,-0.0005305550683498248,-0.00034345450808439485,-9.523491978593286e-05,-9.523491978593264e-05,-0.0001649581327138846,-0.0014022632174065341,-0.00023329963449724044,-9.523491978593264e-05,-9.523491978593271e-05,-0.0003159199098997612,-9.523491978593258e-05,-9.523491978593259e-05,-0.007120125815888237,-0.0036837424140039148,,,,-0.0004858408643892327,-9.523491978593258e-05,-0.00021296831370751695,-9.523491978593274e-05,-9.523491978593256e-05,-9.523491978593253e-05,,-0.0008477527810307994,-0.00013468513318860563,-0.0007687654273266023,-0.003718076937130163,-9.52349197859326e-05,-9.523491978593275e-05,-0.0011460089389609494,-0.00021296831370751804,-9.523491978593264e-05,-9.523491978593262e-05,,-0.0008794597153140288,-9.523491978593248e-05,-0.00032997400085485137,-9.523491978593259e-05,-0.002354365444368022,-0.0007446775045339693,-0.000343454508084393,-0.0004468738175526425,1.0,-0.000368943672614821,-0.00026940168898057176,-9.52349197859327e-05,-0.0016167000120237162,-0.0010100533048191553,-0.00016495813271388468,0.007213385371210992,-0.006834312049717295,-0.009998167257032488,-0.0018248180386174478,-0.0005556667824323545,0.010366130258845887,-0.007113337453858459,0.014978169481089484,-0.0019000512837548359,0.011966622756321177,-0.0012531665766798788,-0.002560249914203476,-0.0053306602041865705,-0.0009778462889312078,-0.0011500037310114197,0.00044687381755238406,-0.000446873817552641,0.00016495813271479132,-0.0004287826992075212
CLASSIFICATION_C8000,-0.0029852514928230215,-0.0007225899959499549,-0.00109753803313097,-0.0002129931656014152,-0.0001506059842001824,-0.00015060598420018253,-0.004310743175803116,-0.0004996006618773264,-0.0002608673581606643,-0.00021299316560141536,0.012567391727516213,-0.005277441228216834,-0.004572720980817062,-0.004685941220470117,-0.0035067948056921572,-0.0036328461814137286,-0.0015684087547940871,-0.0223584043062686,-0.0010334270518481989,0.01927879260092,0.050926577809136606,-0.0002129931656014165,-0.0004996006618773243,-0.0002608673581606645,-0.024277156995434333,-0.009808087703505369,-0.000738145704128294,-0.0001506059842001824,-0.00042603602339678405,,-0.00036894367261482017,-0.00036894367261482044,-0.0007225899959499573,-0.00015060598420018234,-0.00015060598420018248,-0.00015060598420018242,-0.00047634127809777406,-0.0002129931656014157,-0.0002608673581606644,-0.000260867358160665,-0.0001506059842001825,-0.001423250613955077,-0.00036894367261482153,-0.0009412295552831424,,-0.0009768171181782316,-0.00015060598420018335,-0.0008390280416136091,-0.0005431443039413432,-0.00015060598420018316,-0.0001506059842001825,-0.0002608673581606643,-0.0022175608740988384,-0.00036894367261482033,-0.00015060598420018283,-0.00015060598420018261,-0.0004996006618773293,-0.0001506059842001828,-0.00015060598420018253,-0.011259877769008799,-0.005825527580094238,,,,-0.0007683163036255999,-0.00015060598420018245,-0.00033679140552089363,-0.00015060598420018278,-0.00015060598420018256,-0.0001506059842001824,,-0.0013406494406943835,-0.0002129931656014154,-0.001215737610341324,-0.005879824729281708,-0.0001506059842001824,-0.0001506059842001831,-0.00181231637032275,-0.00033679140552089537,-0.00015060598420018294,-0.00015060598420018253,,-0.0013907912799948118,-0.00015060598420018253,-0.0005218260200241991,-0.00015060598420018248,-0.003723230152479458,-0.0011776445943795543,-0.0005431443039413389,-0.0007066932093510286,-0.000368943672614821,1.0,-0.0004260360233967852,-0.00015060598420018253,-0.0025566745581828295,0.022860606053848497,-0.00026086735816066337,0.007237063205463948,-0.010807887431337737,-0.00878293894793638,-0.0028857956441815905,-0.000878740097053505,0.009461903293260234,-0.002367222876203702,0.007291062197191996,-0.003004770668825476,-0.008014328427784228,-0.0019817771262041145,0.0058280724956986775,0.001922226636705691,0.023710198695931224,-0.0018186337966385232,0.0007066932093505076,-0.0007066932093510206,0.00026086735816169206,0.0029491605296847905
CLASSIFICATION_C8200,-0.0021798227043668753,-0.0005276332941820526,-0.000801419354207459,-0.00015552704332253355,-0.00010997208930716482,-0.00010997208930716492,-0.003147693207725135,-0.0003648070752146481,-0.00019048465146535612,-0.00015552704332253374,0.009176676031541523,-0.00385357355582469,-0.0033389887045308874,-0.0034216618225521933,-0.0025606522450056382,-0.002652694624475226,-0.0011452479034504916,0.010209625085872899,-0.0007546056861009758,-0.010087766059727618,-0.0005501171407866647,-0.00015552704332253412,-0.00036480707521464693,-0.00019048465146535544,-0.01772711550211256,-0.007161839568265196,-0.0005389920309421453,-0.00010997208930716457,-0.00031109037175299474,,-0.00026940168898057095,-0.00026940168898057144,-0.0005276332941820534,-0.00010997208930716473,-0.0001099720893071649,-0.00010997208930716459,-0.0003478231350092244,-0.00015552704332253363,-0.0001904846514653556,-0.00019048465146535512,-0.00010997208930716489,-0.0010392538148836469,-0.00026940168898057014,-0.0006872833191977279,,-0.0007132692630213188,-0.00010997208930716493,-0.0006126560455984587,-0.0003966025268977535,-0.00010997208930716489,-0.00010997208930716492,-0.00019048465146535515,-0.0016192570553260578,-0.00026940168898057095,-0.00010997208930716459,-0.00010997208930716495,-0.0003648070752146498,-0.00010997208930716469,-0.00010997208930716474,-0.00822193281480326,-0.004253784752987903,,,,-0.0005610225224925893,-0.00010997208930716485,-0.0002459241890189403,-0.00010997208930716511,-0.00010997208930716493,-0.00010997208930716458,,-0.000978938657747332,-0.0001555270433225334,-0.0008877283712765732,-0.004293432386986562,-0.00010997208930716457,-0.00010997208930716478,-0.0013233485959300213,-0.00024592418901894005,-0.00010997208930716463,-0.00010997208930716469,,-0.0010155520955124925,-0.00010997208930716473,-0.00038103597265183196,-0.00010997208930716467,-0.0027186927598797477,-0.0008599129522839393,-0.0003966025268977494,-0.0005160255028659353,-0.00026940168898057176,-0.0004260360233967852,1.0,-0.00010997208930716459,0.0402590380101886,-0.0011663544474258688,-0.0001904846514653545,-0.0030896494389573213,-0.007891890671761397,0.012511190260866351,-0.002107200308072355,-0.0006416536829141273,-0.011754063091650347,0.0015142372152287533,-0.002657458209629373,-0.0021940755547960778,-0.005852041313483048,-0.0014470883893971667,0.01056621300517617,0.0009311572589711053,-0.0011291635427082807,-0.0013279615638321879,0.000516025502866529,-0.0005160255028659325,0.00019048465146274864,-0.000434905098998793
CLASSIFICATION_C8210,-0.0007705788378071614,-0.00018652115596587594,-0.0002833059740703622,-5.497963116494388e-05,-3.887571434125131e-05,-3.8875714341251004e-05,-0.0011127261721438065,-0.00012896122766295327,-6.73373302572827e-05,-5.4979631164944145e-05,0.003244003439890732,-0.0013622586030060868,-0.0011803501405110643,-0.0012095755243347651,-0.0009052040916134248,-0.0009377415588388972,-0.00040485118201311884,-0.005771343971175674,-0.0002667570951680914,0.0058098213928543686,-0.0001944693144795497,-5.497963116494418e-05,-0.00012896122766295357,-6.73373302572833e-05,-0.006266628948274326,-0.0025317481096142763,-0.00019053652939694105,-3.887571434125111e-05,-0.00010997208930716443,,-9.52349197859325e-05,-9.523491978593252e-05,-0.00018652115596587483,-3.887571434125103e-05,-3.8875714341251e-05,-3.8875714341251126e-05,-0.000122957315106825,-5.4979631164944036e-05,-6.733733025728308e-05,-6.7337330257283e-05,-3.8875714341251024e-05,-0.000367381711941703,-9.523491978593236e-05,-0.00024295828293313155,,-0.0002521444513085639,-3.8875714341251214e-05,-0.00021657714760334583,-0.00014020108774718843,-3.8875714341251214e-05,-3.8875714341251024e-05,-6.733733025728247e-05,-0.0005724159204803802,-9.523491978593275e-05,-3.887571434125112e-05,-3.8875714341251044e-05,-0.00012896122766295446,-3.8875714341251024e-05,-3.887571434125126e-05,-0.002906496670700454,-0.001503735374749794,,,,-0.00019832442450476434,-3.887571434125102e-05,-8.693549956299006e-05,-3.8875714341251065e-05,-3.8875714341251004e-05,-3.887571434125107e-05,,-0.00034605998536497187,-5.497963116494385e-05,-0.0003138166674089337,-0.0015177510227505498,-3.887571434125119e-05,-3.887571434125121e-05,-0.00046781071736826015,-8.693549956299071e-05,-3.887571434125114e-05,-3.887571434125126e-05,,-0.00035900302897337496,-3.887571434125121e-05,-0.00013469822861307047,-3.887571434125121e-05,-0.0009610722482456911,-0.0003039837698996431,-0.00014020108774718618,-0.00018241774043397781,-9.52349197859327e-05,-0.00015060598420018253,-0.00010997208930716459,1.0,-0.0006599508665960386,-0.00041231245677371783,-6.733733025728227e-05,0.00294456602425767,-0.0027898250301569157,-0.004081337970296254,-0.0007449064371925138,-0.00022682796553321675,0.004231543636230539,-0.009781758513368391,-0.0009394255113477483,-0.0007756172957042975,0.01879209038627086,-0.0005115533878383798,-0.0010451160617398869,-0.0021760213986009255,-0.000399165275547988,-0.00046944142588312333,0.0001824177404338975,-0.0001824177404339775,6.733733025790525e-05,-0.00018293941010284908
USE_CASE_CommunityServ,-0.013081281730990404,-0.0031663675022829837,-0.0048093784581902605,-0.0009333296081439329,-0.0006599508665960385,-0.0006599508665960391,-0.008152998259118714,-0.002189234986304746,-0.0011431128716367577,-0.0009333296081439334,-0.0029807860371093707,-0.01600167162578229,0.018572609317261846,0.0191953995295788,0.015977740957734365,-0.005818176047744217,-0.006872719715621544,0.10242968564230578,0.004168063582836099,-0.10242284340047943,-0.0033012947746900996,-0.0009333296081439349,-0.0021892349863047496,-0.0011431128716367564,-0.03507441260985274,0.024143617832548078,-0.003234532144925389,-0.0006599508665960378,-0.001866876965978457,,-0.0016167000120237169,-0.0016167000120237136,-0.0031663675022830014,-0.0006599508665960384,-0.0006599508665960388,-0.000659950866596038,-0.0020873130702313177,-0.0009333296081439344,-0.0011431128716367582,-0.0011431128716367584,-0.0006599508665960394,-0.0062366411338246365,-0.0016167000120237108,-0.004124439436943545,,-0.004280383060946068,-0.000659950866596039,-0.0036765954958688334,-0.0023800419085363237,-0.0006599508665960387,-0.0006599508665960391,-0.001143112871636754,0.026997637837650742,-0.0016167000120237119,-0.0006599508665960385,-0.0006599508665960397,-0.0021892349863047544,-0.0006599508665960398,-0.000659950866596038,0.0010906231712814224,0.029875013295965005,,,,-0.003366738799194184,-0.0006599508665960384,-0.0014758097502963847,-0.0006599508665960401,-0.0006599508665960394,-0.0006599508665960375,,0.000837302469478952,-0.0009333296081439325,-0.0053273254297233705,0.004940570817752216,-0.0006599508665960381,-0.0006599508665960387,-0.007941515508115183,-0.0014758097502963795,-0.0006599508665960385,-0.0006599508665960384,,-0.006094405314378548,-0.0006599508665960383,-0.002286625833337346,-0.0006599508665960385,0.0058848211278596275,-0.005160402986178223,-0.0023800419085363064,-0.003096708264319996,-0.0016167000120237162,-0.0025566745581828295,0.0402590380101886,-0.0006599508665960386,1.0,-0.00699938169026587,-0.0011431128716367484,-0.2241250021766542,-0.04735983576126217,0.023109183958622426,-0.01264546921100638,0.016593795425157248,-0.020881893448604923,0.035511890126659666,-0.01594760870177825,-0.010135099815077635,-0.016480044969700933,-0.008684087413818962,-0.010908080519117761,-0.013064643229374923,-0.006776196244281403,-0.007969198279114518,0.0030967082643206137,-0.003096708264319985,-0.033249209362263756,-0.0030489187189978017
USE_CASE_Heathcare,-0.00817269236431693,-0.001978227213562974,-0.003004718605612178,-0.0005831092028083205,-0.00041231245677371837,-0.00041231245677371794,-0.011801477336873131,-0.0013677516029550064,-0.000714173888285399,-0.0005831092028083216,0.034405619311398024,-0.014447996670522335,-0.012518691284108619,-0.012828653171849945,-0.009600516137621709,-0.009945605694849275,-0.004293816546193894,-0.03515379033306635,-0.002829202630339018,0.03202322926571717,0.05478360233269221,-0.000583109202808322,-0.001367751602954997,0.05396263891604056,0.042177390477138,-0.009913257691368388,-0.0020208139161427526,-0.0004123124567737177,-0.0011663544474258692,,-0.001010053304819149,-0.001010053304819151,-0.0019782272135629793,-0.0004123124567737182,-0.0004123124567737179,-0.00041231245677371794,-0.0013040746267702994,-0.0005831092028083211,-0.0007141738882853977,-0.0007141738882853959,-0.00041231245677371804,0.006158905635149629,-0.0010100533048191481,-0.00257679449052302,,-0.0026742221961071617,-0.0004123124567737179,-0.0022969984557846715,-0.0014869605848001459,-0.00041231245677371804,-0.00041231245677371794,-0.0007141738882853913,0.006899956557589647,-0.0010100533048191538,-0.0004123124567737177,-0.0004123124567737183,-0.0013677516029550008,-0.0004123124567737185,-0.00041231245677371815,-0.027742391695022812,-0.013357945520286804,,,,-0.0021034116566450837,-0.0004123124567737179,-0.0009220303732819694,-0.0004123124567737186,-0.00041231245677371794,-0.0004123124567737178,,-0.003670282210235985,-0.0005831092028083198,-0.0033283123746647926,-0.016097135797118436,-0.0004123124567737177,-0.00041231245677371734,0.0029520789312834405,-0.0009220303732819715,-0.00041231245677371766,-0.000412312456773718,,-0.0038075550089159854,-0.00041231245677371815,-0.0014285977377807635,-0.00041231245677371783,-0.006271566678639009,-0.003224025515941831,-0.0014869605848001483,-0.0019347067440928032,-0.0010100533048191553,0.022860606053848497,-0.0011663544474258688,-0.00041231245677371783,-0.00699938169026587,1.0,-0.0007141738882853901,-0.14002486389405086,-0.02958864246340679,-0.026536030067363464,-0.0028878285879176827,0.013845512090201177,0.025819042875071238,-0.09071808637546824,-0.0019480731365278615,-0.008226129812068576,-0.008112743002582,0.1684515785345666,0.0359939253294079,-0.00789593302107569,0.3661844155498451,0.05811280400583014,0.0019347067440919966,-0.0019347067440927841,0.0007141738882876655,0.1998675294873989
USE_CASE_Other,-0.0013347335880497149,-0.00032307667890020005,-0.0004907194186164278,-9.523121681262605e-05,-6.733733025728229e-05,-6.733733025728227e-05,-0.001927373194530941,-0.0002233760825922719,-0.0001166362116558456,-9.523121681262619e-05,-0.003173161206395931,-0.002359592846094906,-0.002044505897258464,-0.002095127714909403,-0.0015679204331054037,0.02285314167448017,-0.0007012500788787101,-0.009996649620481975,-0.00046205480517040544,0.010063297060790942,-0.0003368438284906745,-9.523121681262666e-05,-0.0002233760825922724,-0.00011663621165584629,0.010745383333383042,-0.004385286842290897,-0.00033003178008395116,-6.733733025728224e-05,-0.000190484651465354,,-0.00016495813271388428,-0.0001649581327138847,-0.0003230766789001986,-6.733733025728222e-05,-6.733733025728224e-05,-6.733733025728227e-05,-0.0002129765967055566,-9.523121681262624e-05,-0.00011663621165584613,-0.00011663621165584624,-6.733733025728225e-05,-0.000636348529839209,-0.00016495813271388439,-0.0004208324506400335,,-0.0004367439795772416,-6.733733025728267e-05,-0.0003751372074177399,-0.00024284484820501505,-6.73373302572826e-05,-6.733733025728224e-05,-0.00011663621165584522,-0.0009914920030424713,-0.00016495813271388495,-6.733733025728232e-05,-6.733733025728227e-05,-0.0002233760825922747,-6.733733025728256e-05,-6.733733025728227e-05,-0.005034395625213627,-0.0026046473296991216,,,,-0.00034352133452097495,-6.733733025728224e-05,-0.0001505825563427197,-6.733733025728236e-05,-6.733733025728225e-05,-6.733733025728224e-05,,-0.0005994167803271718,-9.52312168126261e-05,-0.0005435675442015612,-0.00262892408793209,-6.733733025728224e-05,-6.733733025728251e-05,-0.0008103034325441811,-0.00015058255634272025,-6.733733025728236e-05,-6.73373302572823e-05,,-0.000621835661028445,-6.733733025728227e-05,-0.00023331324604278353,-6.733733025728227e-05,-0.001664690681003352,-0.0005265358039959152,-0.00024284484820501182,-0.0003159690783959671,-0.00016495813271388468,-0.00026086735816066337,-0.0001904846514653545,-6.733733025728227e-05,-0.0011431128716367484,-0.0007141738882853901,1.0,-0.022868337711754918,-0.004832306559480277,0.0007867059886120265,-0.0012902659570883544,-0.00039289283516754666,-0.0004180388118045751,-0.009000784346496813,-0.0016271959752162343,-0.0013434607924022455,-0.003583280458595377,-0.0008860709058290762,0.02026998390690114,0.007802302552813782,-0.0006914014171128155,-0.0008131280123539485,0.0003159690783962414,-0.00031596907839596483,0.00011663621165479382,-0.00031645967893889545
USE_CASE_Preservation,0.026938808087121142,-0.06334419212518773,0.0036967115013109516,-0.018671556593405112,-0.013202527646175785,-0.01320252764617579,-0.1974461388532759,-0.04379634438506673,-0.02286833771175498,-0.018671556593405126,0.8022141517528976,-0.3820107512428786,-0.4008570807335328,-0.40970531853918785,-0.3059989979609564,-0.08367435655952786,-0.13749095067929012,-0.16507331164049863,0.00841797943784269,0.16428577863403504,-0.0014249284456059458,-0.007253615220116667,0.00489844099381653,-0.013545446393395187,-0.00596936545616263,0.1591265805824479,0.014431822034633697,0.0029445660242576805,0.008329623861005086,,0.007213385371210938,0.007213385371211004,0.014127685316372247,0.002944566024257672,0.0029445660242576437,0.0029445660242576653,0.009313164751633114,0.0041643261531719294,0.005100336243324424,0.005100336243324403,0.002944566024257608,0.02611209563576996,0.007213385371210933,0.018402406678808013,,-0.07066919679339051,0.0029445660242576506,0.016404218450250904,0.010619261061558756,0.0029445660242576506,0.002944566024257596,0.005100336243324416,0.03119238613006676,0.007213385371211004,0.002944566024257648,0.0029445660242576064,0.009767919531705018,0.002944566024257639,0.002944566024257635,0.024552382622745693,0.09799594877136918,,,,0.01502170113328328,0.002944566024257656,0.00658476178901785,0.002944566024257636,0.002944566024257634,0.0029445660242576784,,0.024392195701102952,0.004164326153171857,0.02376943838476522,-0.47119501434190864,0.0029445660242576398,0.0029445660242576476,0.028686685625262512,0.006584761789017958,0.002944566024257643,0.0029445660242576354,,0.025437727332981004,0.0029445660242576493,0.010202457606826929,0.0029445660242576207,0.06410213757900161,0.02302466452230443,0.010619261061558678,0.013816880018942138,0.007213385371210992,0.007237063205463948,-0.0030896494389573213,0.00294456602425767,-0.2241250021766542,-0.14002486389405086,-0.022868337711754918,1.0,-0.947448624746083,-0.2849306173727364,-0.0487054932307135,0.0005547564891414552,0.2932991501599412,-0.04559761804424126,0.00487017277099361,0.011082000360333332,0.050253974741060185,-0.030431140151271702,0.022351842177082467,0.020493046293980226,-0.04713651611542108,-0.012852708723839115,-0.013816880018941716,0.013816880018942128,0.004222555075034527,-0.023388461421079122
USE_CASE_ProductDev,-0.02274749858590975,0.06685765377744328,-0.0019337330943747949,0.019707196892506263,0.013934821689898218,0.013934821689898215,0.20893762277734204,0.04622556119790077,0.024136757513246763,0.019707196892506277,-0.8360554091242366,0.40278737846668156,0.41225050735580304,0.4212965778023833,0.31419890393255767,0.08939532891043461,0.14511705129778185,0.14871643860520567,-0.009376302487797784,-0.14735170684349297,-0.007262655344392468,0.007880855902844729,-0.004210950733776371,0.0048240481314287065,0.008270638869315665,-0.16971929485609866,-0.013673409939293916,-0.002789825030156914,-0.00789189067176136,,-0.006834312049717287,-0.006834312049717244,-0.013385256023842164,-0.002789825030156918,-0.00278982503015692,-0.0027898250301569153,-0.008823745135968451,-0.003945485086816801,-0.004832306559480213,-0.004832306559480205,-0.002789825030156921,-0.026364292282837917,-0.0068343120497172906,-0.017435334899854764,,0.07488365444421721,-0.0027898250301569096,-0.015542154210724529,-0.010061204288593471,-0.0027898250301569105,-0.002789825030156921,-0.004832306559480269,-0.041078094375283286,-0.006834312049717239,-0.00278982503015691,-0.002789825030156922,-0.009254601926944142,-0.002789825030156915,-0.0027898250301569166,-0.020691443961835268,-0.10745455435307348,,,,-0.01423229008007586,-0.0027898250301569196,-0.006238723501285526,-0.0027898250301569257,-0.0027898250301569213,-0.002789825030156915,,-0.02483418827065777,-0.003945485086816789,-0.02252032170863267,0.4895806905471533,-0.002789825030156914,-0.0027898250301569105,-0.027980902613876295,-0.0062387235012855225,-0.002789825030156912,-0.0027898250301569183,,-0.02394600378669504,-0.002789825030156915,-0.009666304428618402,-0.002789825030156917,-0.06689141613849464,-0.021814686736897175,-0.01006120428859339,-0.013090783972228385,-0.006834312049717295,-0.010807887431337737,-0.007891890671761397,-0.0027898250301569157,-0.04735983576126217,-0.02958864246340679,-0.004832306559480277,-0.947448624746083,1.0,0.29329738609304984,0.054545466056547,-0.00766749568546043,-0.3024746574643761,0.05354010852897258,-0.00017557191893875285,-0.0071410319764200324,-0.045887791472840236,0.004233638713211498,-0.02703260323665264,-0.016389393260349973,-0.013925954517939432,0.005310319502311008,0.013090783972227923,-0.013090783972228275,0.004832306559481194,-0.010207937116223555
ORGANIZATION_Association,0.1713827014794435,-0.016743403701133995,-0.016646374701631935,0.013470982203650618,-0.004081337970296253,-0.00408133797029625,0.19710072661991193,-0.013538898617699078,-0.007069359559158204,-0.0057719957065398035,-0.394130538356813,0.18732221799130705,0.17873058183854734,0.005963944781155249,0.050551360504851435,0.20726723600625155,-0.03856692533590736,0.4837326270382613,-0.01608629501545448,-0.48068955266134844,-0.014971045330244629,-0.0057719957065398165,-0.009435564011430062,0.0007867059886120467,-0.08254425056409094,0.06032453421047655,-0.017224662724318038,-0.004081337970296251,-0.011545338043753465,,-0.009998167257032507,-0.004442766044834755,-0.011066641301197654,-0.00408133797029625,-0.004081337970296249,-0.004081337970296253,-0.008605052362305082,-0.005771995706539806,-0.007069359559158135,0.0007867059886120903,-0.004081337970296254,-0.029900690469592175,-0.00999816725703236,-0.014604759864950254,,0.0470713427932035,-0.004081337970296254,-0.020291951382805318,-0.010944241313527937,-0.004081337970296255,-0.004081337970296254,-0.007069359559158196,0.008861873976886581,-0.009998167257032422,-0.004081337970296258,-0.0040813379702962565,0.019287778232453267,-0.004081337970296257,-0.004081337970296254,-0.03486614415479243,-0.07039829835987357,,,,0.016555791719425755,0.00952523770983599,-0.009126858794633475,-0.0040813379702962565,-0.00408133797029625,-0.0040813379702962505,,-0.024065364899745135,-0.005771995706539798,0.010988768200033177,0.2784793233580033,-0.0040813379702962505,-0.004081337970296255,-0.04115343657213154,-0.00912685879463347,-0.004081337970296262,-0.004081337970296255,,0.07613604483130483,-0.004081337970296252,0.005502407505285194,-0.004081337970296252,-0.07159827264626757,-0.01970425801277104,-0.010944241313527921,-0.01624887431842625,-0.009998167257032488,-0.00878293894793638,0.012511190260866351,-0.004081337970296254,0.023109183958622426,-0.026536030067363464,0.0007867059886120265,-0.2849306173727364,0.29329738609304984,1.0,-0.07820344855260784,-0.02381336533984752,-0.9645033399518387,0.21977991168184252,-0.03931406933112363,-0.032258735370900175,-0.12862784157656718,-0.04225452019241114,-0.08370418547041335,-0.09755875589803711,-0.02726992822878146,-0.03002056590568002,0.007542524657932724,-0.007542524657932533,-0.0007867059886119559,-0.015099883445597501
